locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDDCBLLE_02371	CDS	1059	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IDDCBLLE_02372	CDS	849	manZ_2		COG3716	PTS system mannose-specific EIID component
IDDCBLLE_02373	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
IDDCBLLE_02374	CDS	462	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
IDDCBLLE_02375	CDS	423				hypothetical protein
IDDCBLLE_02376	CDS	2766	dgaR_3			Transcriptional regulatory protein DagR
IDDCBLLE_02377	CDS	1662	tsr_2		COG0840	Methyl-accepting chemotaxis protein I
IDDCBLLE_02378	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
IDDCBLLE_02379	CDS	204				hypothetical protein
IDDCBLLE_02380	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
IDDCBLLE_02381	CDS	303				hypothetical protein
IDDCBLLE_02382	CDS	288				hypothetical protein
IDDCBLLE_02383	CDS	195				hypothetical protein
IDDCBLLE_02384	CDS	1842	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
IDDCBLLE_02385	CDS	576				hypothetical protein
IDDCBLLE_02386	CDS	639		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
IDDCBLLE_02387	CDS	135				hypothetical protein
IDDCBLLE_02388	CDS	441				hypothetical protein
IDDCBLLE_02389	CDS	468				hypothetical protein
IDDCBLLE_02390	CDS	339	mrr		COG1715	Mrr restriction system protein
IDDCBLLE_02391	CDS	1620				hypothetical protein
IDDCBLLE_02392	CDS	429				hypothetical protein
IDDCBLLE_02393	CDS	792				hypothetical protein
IDDCBLLE_02394	CDS	3267				hypothetical protein
IDDCBLLE_02395	CDS	921				hypothetical protein
IDDCBLLE_02396	CDS	165				hypothetical protein
IDDCBLLE_02397	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
IDDCBLLE_02398	CDS	765				ISNCY family transposase ISRor2
IDDCBLLE_02399	CDS	204	rpnD	3.1.21.-		Recombination-promoting nuclease RpnD
IDDCBLLE_02400	CDS	1242	mdtM			Multidrug resistance protein MdtM
IDDCBLLE_02401	CDS	1272				hypothetical protein
IDDCBLLE_02402	CDS	1185				hypothetical protein
IDDCBLLE_02403	CDS	672				hypothetical protein
IDDCBLLE_02404	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
IDDCBLLE_02405	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
IDDCBLLE_02406	CDS	909	yjiE_1			HTH-type transcriptional regulator YjiE
IDDCBLLE_02407	CDS	735	racX	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
IDDCBLLE_02408	CDS	447				hypothetical protein
IDDCBLLE_02409	CDS	1014	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
IDDCBLLE_02410	CDS	726	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
IDDCBLLE_02411	CDS	528				hypothetical protein
IDDCBLLE_02412	CDS	462				hypothetical protein
IDDCBLLE_02413	CDS	912				hypothetical protein
IDDCBLLE_02414	CDS	609				hypothetical protein
IDDCBLLE_02415	CDS	258				hypothetical protein
IDDCBLLE_02416	CDS	1626	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
IDDCBLLE_02417	CDS	705	yeeN		COG0217	putative transcriptional regulatory protein YeeN
IDDCBLLE_02418	CDS	108				hypothetical protein
IDDCBLLE_02419	CDS	711				hypothetical protein
IDDCBLLE_02420	CDS	165				hypothetical protein
IDDCBLLE_02421	CDS	336				IS3 family transposase IS1351
IDDCBLLE_02422	CDS	249				hypothetical protein
IDDCBLLE_02423	CDS	279				IS3 family transposase IS1400
IDDCBLLE_02424	CDS	642	yjiK_1		COG3204	putative protein YjiK
IDDCBLLE_02425	CDS	186				hypothetical protein
IDDCBLLE_02426	CDS	654				hypothetical protein
IDDCBLLE_02427	CDS	144				hypothetical protein
IDDCBLLE_02428	CDS	351	rcsB_1			Transcriptional regulatory protein RcsB
IDDCBLLE_02429	CDS	210				hypothetical protein
IDDCBLLE_02430	CDS	816	virF			Virulence regulon transcriptional activator VirF
IDDCBLLE_02431	CDS	447				hypothetical protein
IDDCBLLE_02432	CDS	2445	caf1A_1		COG3188	F1 capsule-anchoring protein
IDDCBLLE_02433	CDS	741	caf1M_1		COG3121	Chaperone protein caf1M
IDDCBLLE_02434	CDS	498	sefA			Fimbrial protein
IDDCBLLE_02435	CDS	534				IS3 family transposase IS1230B
IDDCBLLE_02436	CDS	159				hypothetical protein
IDDCBLLE_02437	CDS	309	ccdB_1			Toxin CcdB
IDDCBLLE_02438	CDS	240				hypothetical protein
IDDCBLLE_02439	CDS	249				hypothetical protein
IDDCBLLE_02440	CDS	501				hypothetical protein
IDDCBLLE_02441	tRNA	85				tRNA-Leu(caa)
IDDCBLLE_02442	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
IDDCBLLE_02443	CDS	531	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
IDDCBLLE_02444	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
IDDCBLLE_02445	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
IDDCBLLE_02446	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
IDDCBLLE_02447	CDS	999	gntR_3			HTH-type transcriptional regulator GntR
IDDCBLLE_02448	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
IDDCBLLE_02449	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
IDDCBLLE_02450	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
IDDCBLLE_02451	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
IDDCBLLE_02452	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IDDCBLLE_02453	CDS	849	yjgN_1		COG4269	Inner membrane protein YjgN
IDDCBLLE_02454	CDS	321	yjgN_2		COG4269	Inner membrane protein YjgN
IDDCBLLE_02455	CDS	504				hypothetical protein
IDDCBLLE_02456	CDS	489				hypothetical protein
IDDCBLLE_02457	CDS	765				hypothetical protein
IDDCBLLE_02458	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
IDDCBLLE_02459	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
IDDCBLLE_02460	CDS	453	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
IDDCBLLE_02461	CDS	1221	arcA_1	3.5.3.6	COG2235	Arginine deiminase
IDDCBLLE_02462	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
IDDCBLLE_02463	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
IDDCBLLE_02464	CDS	1404				hypothetical protein
IDDCBLLE_02465	CDS	489	argR_1			Arginine repressor
IDDCBLLE_02466	CDS	102				hypothetical protein
IDDCBLLE_02467	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
IDDCBLLE_02468	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
IDDCBLLE_02469	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IDDCBLLE_02470	CDS	447				hypothetical protein
IDDCBLLE_02471	CDS	2709	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
IDDCBLLE_02472	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
IDDCBLLE_02473	CDS	1419	treB		COG1263	PTS system trehalose-specific EIIBC component
IDDCBLLE_02474	CDS	1653	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
IDDCBLLE_02475	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
IDDCBLLE_02476	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
IDDCBLLE_02477	CDS	285	relE_1	3.1.-.-	COG2026	mRNA interferase toxin RelE
IDDCBLLE_02478	CDS	243	relB		COG3077	Antitoxin RelB
IDDCBLLE_02479	CDS	1914	licR		COG1762	putative licABCH operon regulator
IDDCBLLE_02480	CDS	741	dgaF_2	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
IDDCBLLE_02481	CDS	1119	dgaE_2	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
IDDCBLLE_02482	CDS	1134		3.1.1.-	COG3964	Deacetylase
IDDCBLLE_02483	CDS	645				hypothetical protein
IDDCBLLE_02484	CDS	777				hypothetical protein
IDDCBLLE_02485	CDS	303				hypothetical protein
IDDCBLLE_02486	CDS	363				hypothetical protein
IDDCBLLE_02487	CDS	330				hypothetical protein
IDDCBLLE_02488	CDS	387	cybC		COG3783	Soluble cytochrome b562
IDDCBLLE_02489	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
IDDCBLLE_02490	CDS	552				hypothetical protein
IDDCBLLE_02491	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
IDDCBLLE_02492	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
IDDCBLLE_02493	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
IDDCBLLE_02494	CDS	1161		3.1.1.-	COG3964	Deacetylase
IDDCBLLE_02495	CDS	1209	sauU_2			putative sulfoacetate transporter SauU
IDDCBLLE_02496	CDS	345	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
IDDCBLLE_02497	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
IDDCBLLE_02498	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
IDDCBLLE_02499	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
IDDCBLLE_02500	CDS	1344				hypothetical protein
IDDCBLLE_02501	CDS	207				hypothetical protein
IDDCBLLE_02502	CDS	558	ytfJ		COG3054	putative protein YtfJ
IDDCBLLE_02503	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
IDDCBLLE_02504	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
IDDCBLLE_02505	CDS	387				hypothetical protein
IDDCBLLE_02506	CDS	849	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
IDDCBLLE_02507	CDS	966	ytfF			Inner membrane protein YtfF
IDDCBLLE_02508	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
IDDCBLLE_02509	CDS	1389				hypothetical protein
IDDCBLLE_02510	CDS	1140				hypothetical protein
IDDCBLLE_02511	CDS	1404	cycA		COG1113	D-serine/D-alanine/glycine transporter
IDDCBLLE_02512	CDS	663	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
IDDCBLLE_02513	CDS	636				hypothetical protein
IDDCBLLE_02514	CDS	927				hypothetical protein
IDDCBLLE_02515	CDS	450	rplI		COG0359	50S ribosomal protein L9
IDDCBLLE_02516	CDS	228	rpsR		COG0238	30S ribosomal protein S18
IDDCBLLE_02517	CDS	315	priB		COG2965	Primosomal replication protein N
IDDCBLLE_02518	CDS	396	rpsF		COG0360	30S ribosomal protein S6
IDDCBLLE_02519	CDS	276				hypothetical protein
IDDCBLLE_02520	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
IDDCBLLE_02521	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
IDDCBLLE_02522	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
IDDCBLLE_02523	CDS	465	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
IDDCBLLE_02524	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
IDDCBLLE_02525	CDS	1398	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
IDDCBLLE_02526	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
IDDCBLLE_02527	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
IDDCBLLE_02528	CDS	750				hypothetical protein
IDDCBLLE_02529	CDS	303	bsmA			Lipoprotein BsmA
IDDCBLLE_02530	CDS	276				hypothetical protein
IDDCBLLE_02531	CDS	1623	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
IDDCBLLE_02532	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
IDDCBLLE_02533	CDS	639				hypothetical protein
IDDCBLLE_02534	CDS	399				hypothetical protein
IDDCBLLE_02535	CDS	660				hypothetical protein
IDDCBLLE_02536	CDS	1071				hypothetical protein
IDDCBLLE_02537	CDS	699				hypothetical protein
IDDCBLLE_02538	CDS	405				hypothetical protein
IDDCBLLE_02539	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
IDDCBLLE_02540	CDS	2439	rnr	3.1.13.1	COG0557	Ribonuclease R
IDDCBLLE_02541	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
IDDCBLLE_02542	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
IDDCBLLE_02543	CDS	198				hypothetical protein
IDDCBLLE_02544	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
IDDCBLLE_02545	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
IDDCBLLE_02546	CDS	1281	hflX		COG2262	GTPase HflX
IDDCBLLE_02547	CDS	309	hfq		COG1923	RNA-binding protein Hfq
IDDCBLLE_02548	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IDDCBLLE_02549	CDS	1857	mutL		COG0323	DNA mismatch repair protein MutL
IDDCBLLE_02550	CDS	1323	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
IDDCBLLE_02551	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IDDCBLLE_02552	CDS	1545	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
IDDCBLLE_02553	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
IDDCBLLE_02554	CDS	246	pcoE			putative copper-binding protein PcoE
IDDCBLLE_02555	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
IDDCBLLE_02556	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
IDDCBLLE_02557	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
IDDCBLLE_02558	CDS	237	rclB			putative protein RclB
IDDCBLLE_02559	CDS	561	rclC		COG3059	Inner membrane protein RclC
IDDCBLLE_02560	CDS	1176				hypothetical protein
IDDCBLLE_02561	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
IDDCBLLE_02562	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
IDDCBLLE_02563	CDS	435				hypothetical protein
IDDCBLLE_02564	CDS	1575	lip-1	3.1.1.3		Lipase 1
IDDCBLLE_02565	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
IDDCBLLE_02566	CDS	369				hypothetical protein
IDDCBLLE_02567	CDS	582	betI			HTH-type transcriptional regulator BetI
IDDCBLLE_02568	CDS	342	marA_2			Multiple antibiotic resistance protein MarA
IDDCBLLE_02569	CDS	249				hypothetical protein
IDDCBLLE_02570	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
IDDCBLLE_02571	CDS	705				hypothetical protein
IDDCBLLE_02572	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
IDDCBLLE_02573	CDS	1215	fes_1		COG2382	Enterochelin esterase
IDDCBLLE_02574	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
IDDCBLLE_02575	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
IDDCBLLE_02576	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
IDDCBLLE_02577	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
IDDCBLLE_02578	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
IDDCBLLE_02579	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
IDDCBLLE_02580	CDS	1245	entS		COG0477	Enterobactin exporter EntS
IDDCBLLE_02581	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
IDDCBLLE_02582	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
IDDCBLLE_02583	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
IDDCBLLE_02584	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
IDDCBLLE_02585	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
IDDCBLLE_02586	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
IDDCBLLE_02587	CDS	2106	cstA		COG1966	Peptide transporter CstA
IDDCBLLE_02588	CDS	198				hypothetical protein
IDDCBLLE_02589	CDS	636	hcxA_1	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
IDDCBLLE_02590	CDS	399	hcxA_2	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
IDDCBLLE_02591	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
IDDCBLLE_02592	CDS	618	ybdM		COG1475	putative protein YbdM
IDDCBLLE_02593	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
IDDCBLLE_02594	CDS	918	ybdO_1			putative HTH-type transcriptional regulator YbdO
IDDCBLLE_02595	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
IDDCBLLE_02596	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IDDCBLLE_02597	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
IDDCBLLE_02598	CDS	561	torD_1			Chaperone protein TorD
IDDCBLLE_02599	CDS	357	napA_1	1.9.6.1		Periplasmic nitrate reductase
IDDCBLLE_02600	CDS	1947	ynfF_2	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
IDDCBLLE_02601	CDS	558	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
IDDCBLLE_02602	CDS	768				hypothetical protein
IDDCBLLE_02603	CDS	429	uspG		COG0589	Universal stress protein UP12
IDDCBLLE_02604	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
IDDCBLLE_02605	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
IDDCBLLE_02606	CDS	393	rna_1	4.6.1.21	COG3719	Ribonuclease I
IDDCBLLE_02607	CDS	387	rna_2	4.6.1.21	COG3719	Ribonuclease I
IDDCBLLE_02608	CDS	1464	ttdT		COG0471	L-tartrate/succinate antiporter
IDDCBLLE_02609	CDS	897	citG_4	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
IDDCBLLE_02610	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
IDDCBLLE_02611	CDS	1530	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
IDDCBLLE_02612	CDS	909	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
IDDCBLLE_02613	CDS	297	citD_2		COG3052	Citrate lyase acyl carrier protein
IDDCBLLE_02614	CDS	1077	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
IDDCBLLE_02615	CDS	1221	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
IDDCBLLE_02616	CDS	1074	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
IDDCBLLE_02617	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
IDDCBLLE_02618	CDS	573	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
IDDCBLLE_02619	CDS	210	cspE			Cold shock-like protein CspE
IDDCBLLE_02620	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
IDDCBLLE_02621	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
IDDCBLLE_02622	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
IDDCBLLE_02623	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
IDDCBLLE_02624	CDS	954	ybdO_2			putative HTH-type transcriptional regulator YbdO
IDDCBLLE_02625	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
IDDCBLLE_02626	CDS	264				hypothetical protein
IDDCBLLE_02627	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
IDDCBLLE_02628	CDS	1134	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
IDDCBLLE_02629	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
IDDCBLLE_02630	CDS	1902	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
IDDCBLLE_02631	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
IDDCBLLE_02632	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
IDDCBLLE_02633	CDS	609	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
IDDCBLLE_02634	CDS	1095	cobD_2	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
IDDCBLLE_02635	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
IDDCBLLE_02636	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
IDDCBLLE_02637	CDS	591	lptE		COG2980	LPS-assembly lipoprotein LptE
IDDCBLLE_02638	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
IDDCBLLE_02639	CDS	291	uxaA	4.2.1.7	COG2721	Altronate dehydratase
IDDCBLLE_02640	CDS	1251	suyB	4.4.1.24		(2R)-sulfolactate sulfo-lyase subunit beta
IDDCBLLE_02641	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
IDDCBLLE_02642	CDS	768				hypothetical protein
IDDCBLLE_02643	CDS	1095		1.14.14.51		Limonene hydroxylase
IDDCBLLE_02644	CDS	474				hypothetical protein
IDDCBLLE_02645	CDS	996	esiB_1			Secretory immunoglobulin A-binding protein EsiB
IDDCBLLE_02646	CDS	708				hypothetical protein
IDDCBLLE_02647	CDS	1434				hypothetical protein
IDDCBLLE_02648	CDS	696				hypothetical protein
IDDCBLLE_02649	CDS	1473				hypothetical protein
IDDCBLLE_02650	CDS	1680	hscC		COG0443	Chaperone protein HscC
IDDCBLLE_02651	CDS	1239				hypothetical protein
IDDCBLLE_02652	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
IDDCBLLE_02653	CDS	726	glnQ_3			Glutamine transport ATP-binding protein GlnQ
IDDCBLLE_02654	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
IDDCBLLE_02655	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
IDDCBLLE_02656	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
IDDCBLLE_02657	CDS	1590	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
IDDCBLLE_02658	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
IDDCBLLE_02659	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IDDCBLLE_02660	CDS	1047	ybeZ		COG1702	PhoH-like protein
IDDCBLLE_02661	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IDDCBLLE_02662	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
IDDCBLLE_02663	CDS	576				hypothetical protein
IDDCBLLE_02664	tRNA	75				tRNA-Gln(ctg)
IDDCBLLE_02665	tRNA	75				tRNA-Gln(ctg)
IDDCBLLE_02666	tRNA	77				tRNA-Met(cat)
IDDCBLLE_02667	tRNA	75				tRNA-Gln(ttg)
IDDCBLLE_02668	tRNA	75				tRNA-Gln(ttg)
IDDCBLLE_02669	tRNA	85				tRNA-Leu(tag)
IDDCBLLE_02670	tRNA	77				tRNA-Met(cat)
IDDCBLLE_02671	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
IDDCBLLE_02672	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
IDDCBLLE_02673	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
IDDCBLLE_02674	CDS	1215	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
IDDCBLLE_02675	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IDDCBLLE_02676	CDS	1953	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
IDDCBLLE_02677	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
IDDCBLLE_02678	CDS	384	chiP_1			Chitoporin
IDDCBLLE_02679	CDS	1077	chiP_2			Chitoporin
IDDCBLLE_02680	CDS	333	chiQ			putative lipoprotein ChiQ
IDDCBLLE_02681	CDS	1305	proP_1			Proline/betaine transporter
IDDCBLLE_02682	CDS	1140				hypothetical protein
IDDCBLLE_02683	CDS	1404	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
IDDCBLLE_02684	CDS	927	catM			HTH-type transcriptional regulator CatM
IDDCBLLE_02685	CDS	453	fur		COG0735	Ferric uptake regulation protein
IDDCBLLE_02686	CDS	531	fldA		COG0716	Flavodoxin 1
IDDCBLLE_02687	CDS	294	ybfE			putative protein YbfE
IDDCBLLE_02688	CDS	771	ybfF	3.1.-.-	COG0596	Esterase YbfF
IDDCBLLE_02689	CDS	543	seqA		COG3057	Negative modulator of initiation of replication
IDDCBLLE_02690	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
IDDCBLLE_02691	CDS	486				hypothetical protein
IDDCBLLE_02692	CDS	1320	potE		COG0531	Putrescine transporter PotE
IDDCBLLE_02693	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
IDDCBLLE_02694	CDS	105				hypothetical protein
IDDCBLLE_02695	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
IDDCBLLE_02696	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
IDDCBLLE_02697	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
IDDCBLLE_02698	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
IDDCBLLE_02699	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
IDDCBLLE_02700	CDS	207				hypothetical protein
IDDCBLLE_02701	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
